date,year,international,total_pass,xx
2018-05-14,2018,International inbound,26365,2021-05-14
2018-05-18,2018,International inbound,25988,2021-05-18
2018-05-21,2018,International inbound,28434,2021-05-21
2018-05-25,2018,International inbound,26823,2021-05-25
2018-05-26,2018,International inbound,27892,2021-05-26
2018-05-28,2018,International inbound,25111,2021-05-28
2018-05-09,2018,International outbound,26555,2021-05-09
2018-05-16,2018,International outbound,28138,2021-05-16
2018-05-20,2018,International outbound,31807,2021-05-20
2018-05-23,2018,International outbound,26624,2021-05-23
2018-05-27,2018,International outbound,30117,2021-05-27
2018-05-30,2018,International outbound,30615,2021-05-30
2018-05-09,2018,International inbound,23526,2021-05-09
2018-05-16,2018,International inbound,23124,2021-05-16
2018-05-20,2018,International inbound,31618,2021-05-20
2018-05-23,2018,International inbound,24485,2021-05-23
2018-05-27,2018,International inbound,29731,2021-05-27
2018-05-30,2018,International inbound,22751,2021-05-30
2018-06-01,2018,International inbound,27212,2021-06-01
2018-06-02,2018,National,160978,2021-06-02
2018-06-17,2018,National,228310,2021-06-17
2018-06-05,2018,National,240826,2021-06-05
2018-06-04,2018,National,284968,2021-06-04
2018-06-06,2018,National,223431,2021-06-06
2018-06-07,2018,National,239963,2021-06-07
2018-06-08,2018,National,281175,2021-06-08
2018-06-11,2018,National,275800,2021-06-11
2018-06-12,2018,National,227632,2021-06-12
2018-06-13,2018,National,234936,2021-06-13
2018-06-14,2018,National,256085,2021-06-14
2018-06-15,2018,National,287315,2021-06-15
2018-06-18,2018,National,279882,2021-06-18
2018-06-19,2018,National,240475,2021-06-19
2018-06-20,2018,National,240492,2021-06-20
2018-06-21,2018,National,258977,2021-06-21
2018-06-22,2018,National,276714,2021-06-22
2018-06-25,2018,National,278369,2021-06-25
2018-06-26,2018,National,231900,2021-06-26
2018-06-27,2018,National,219351,2021-06-27
2018-06-28,2018,National,260829,2021-06-28
2018-06-29,2018,National,296077,2021-06-29
2018-06-30,2018,National,233640,2021-06-30
2018-06-09,2018,National,208063,2021-06-09
2018-06-16,2018,National,201697,2021-06-16
2018-06-23,2018,National,199421,2021-06-23
2018-06-03,2018,National,237437,2021-06-03
2018-06-10,2018,National,229586,2021-06-10
2018-06-24,2018,National,229838,2021-06-24
2018-07-01,2018,National,245751,2021-07-01
2018-06-02,2018,International outbound,29081,2021-06-02
2018-06-05,2018,International outbound,25663,2021-06-05
2018-06-07,2018,International outbound,26669,2021-06-07
2018-06-12,2018,International outbound,25042,2021-06-12
2018-06-14,2018,International outbound,28372,2021-06-14
2018-06-19,2018,International outbound,27147,2021-06-19
2018-06-21,2018,International outbound,29350,2021-06-21
2018-06-26,2018,International outbound,29932,2021-06-26
2018-06-28,2018,International outbound,31973,2021-06-28
2018-06-30,2018,International outbound,33675,2021-06-30
2018-06-02,2018,International inbound,29832,2021-06-02
2018-06-05,2018,International inbound,27645,2021-06-05
2018-06-07,2018,International inbound,25154,2021-06-07
2018-06-12,2018,International inbound,24687,2021-06-12
2018-06-14,2018,International inbound,26520,2021-06-14
2018-06-19,2018,International inbound,24055,2021-06-19
2018-06-21,2018,International inbound,24588,2021-06-21
2018-06-26,2018,International inbound,26440,2021-06-26
2018-06-28,2018,International inbound,26465,2021-06-28
2018-06-30,2018,International inbound,29408,2021-06-30
2018-06-03,2018,International outbound,29563,2021-06-03
2018-06-04,2018,International outbound,28578,2021-06-04
2018-06-06,2018,International outbound,25477,2021-06-06
2018-06-09,2018,International outbound,30089,2021-06-09
2018-06-10,2018,International outbound,32140,2021-06-10
2018-06-13,2018,International outbound,25336,2021-06-13
2018-06-16,2018,International outbound,31035,2021-06-16
2018-06-17,2018,International outbound,31798,2021-06-17
2018-06-18,2018,International outbound,28149,2021-06-18
2018-06-20,2018,International outbound,28047,2021-06-20
2018-06-23,2018,International outbound,32655,2021-06-23
2018-06-24,2018,International outbound,35584,2021-06-24
2018-07-01,2018,International outbound,35086,2021-07-01
2018-06-03,2018,International inbound,35069,2021-06-03
2018-06-04,2018,International inbound,29953,2021-06-04
2018-06-06,2018,International inbound,24907,2021-06-06
2018-06-09,2018,International inbound,28121,2021-06-09
2018-06-10,2018,International inbound,30417,2021-06-10
2018-06-13,2018,International inbound,25707,2021-06-13
2018-06-16,2018,International inbound,27885,2021-06-16
2018-06-17,2018,International inbound,31049,2021-06-17
2018-06-18,2018,International inbound,28302,2021-06-18
2018-06-20,2018,International inbound,24906,2021-06-20
2018-06-23,2018,International inbound,27294,2021-06-23
2018-06-24,2018,International inbound,31069,2021-06-24
2018-06-08,2018,International outbound,29087,2021-06-08
2018-06-11,2018,International outbound,28280,2021-06-11
2018-06-15,2018,International outbound,30874,2021-06-15
2018-06-22,2018,International outbound,32761,2021-06-22
2018-06-25,2018,International outbound,27038,2021-06-25
2018-06-29,2018,International outbound,34648,2021-06-29
2018-06-08,2018,International inbound,25185,2021-06-08
2018-06-11,2018,International inbound,26729,2021-06-11
2018-06-15,2018,International inbound,26528,2021-06-15
2018-06-22,2018,International inbound,25295,2021-06-22
2018-06-25,2018,International inbound,24340,2021-06-25
2018-06-27,2018,International inbound,25645,2021-06-27
2018-06-29,2018,International inbound,28411,2021-06-29
2018-07-01,2018,International inbound,30210,2021-07-01
2018-06-27,2018,International outbound,30049,2021-06-27
2018-08-07,2018,International outbound,29527,2021-08-07
2018-07-02,2018,National,277612,2021-07-02
2018-07-02,2018,International outbound,33677,2021-07-02
2018-08-17,2018,International outbound,33576,2021-08-17
2018-08-26,2018,International outbound,34877,2021-08-26
2018-08-26,2018,International inbound,32111,2021-08-26
2018-07-22,2018,National,289002,2021-07-22
2018-07-03,2018,National,259276,2021-07-03
2018-07-04,2018,National,254977,2021-07-04
2018-07-05,2018,National,274297,2021-07-05
2018-07-25,2018,National,306242,2021-07-25
2018-07-18,2018,National,307953,2021-07-18
2018-07-19,2018,National,315016,2021-07-19
2018-07-20,2018,National,302698,2021-07-20
2018-07-21,2018,National,285960,2021-07-21
2018-07-23,2018,National,331640,2021-07-23
2018-07-06,2018,National,296387,2021-07-06
2018-07-08,2018,National,239732,2021-07-08
2018-07-09,2018,National,299545,2021-07-09
2018-07-10,2018,National,270711,2021-07-10
2018-07-17,2018,National,314115,2021-07-17
2018-07-15,2018,National,253326,2021-07-15
2018-07-11,2018,National,277095,2021-07-11
2018-07-12,2018,National,293137,2021-07-12
2018-07-26,2018,National,310044,2021-07-26
2018-07-29,2018,National,275679,2021-07-29
2018-07-30,2018,National,319988,2021-07-30
2018-07-07,2018,National,244402,2021-07-07
2018-07-14,2018,National,263038,2021-07-14
2018-07-28,2018,National,258795,2021-07-28
2018-07-16,2018,National,325804,2021-07-16
2018-07-24,2018,National,320215,2021-07-24
2018-07-27,2018,National,315228,2021-07-27
2018-07-31,2018,National,289914,2021-07-31
2018-07-13,2018,National,313323,2021-07-13
2018-07-03,2018,International outbound,30082,2021-07-03
2018-07-05,2018,International outbound,31098,2021-07-05
2018-07-07,2018,International outbound,35166,2021-07-07
2018-07-10,2018,International outbound,29945,2021-07-10
2018-07-12,2018,International outbound,32244,2021-07-12
2018-07-14,2018,International outbound,38182,2021-07-14
2018-07-17,2018,International outbound,33432,2021-07-17
2018-07-19,2018,International outbound,35542,2021-07-19
2018-07-21,2018,International outbound,38020,2021-07-21
2018-07-24,2018,International outbound,30416,2021-07-24
2018-07-26,2018,International outbound,31681,2021-07-26
2018-07-28,2018,International outbound,33780,2021-07-28
2018-07-31,2018,International outbound,28282,2021-07-31
2018-07-03,2018,International inbound,25197,2021-07-03
2018-07-05,2018,International inbound,28747,2021-07-05
2018-07-07,2018,International inbound,32118,2021-07-07
2018-07-10,2018,International inbound,29859,2021-07-10
2018-07-12,2018,International inbound,31535,2021-07-12
2018-07-14,2018,International inbound,35957,2021-07-14
2018-07-17,2018,International inbound,31274,2021-07-17
2018-07-19,2018,International inbound,34145,2021-07-19
2018-07-21,2018,International inbound,36501,2021-07-21
2018-07-24,2018,International inbound,34286,2021-07-24
2018-07-26,2018,International inbound,34831,2021-07-26
2018-07-28,2018,International inbound,36167,2021-07-28
2018-07-31,2018,International inbound,33019,2021-07-31
2018-08-01,2018,National,268190,2021-08-01
2018-07-22,2018,International outbound,37873,2021-07-22
2018-07-23,2018,International outbound,35178,2021-07-23
2018-07-25,2018,International outbound,31962,2021-07-25
2018-07-29,2018,International outbound,34165,2021-07-29
2018-07-30,2018,International outbound,32779,2021-07-30
2018-08-01,2018,International outbound,30870,2021-08-01
2018-07-02,2018,International inbound,29100,2021-07-02
2018-07-04,2018,International inbound,24734,2021-07-04
2018-07-06,2018,International inbound,29602,2021-07-06
2018-07-08,2018,International inbound,33761,2021-07-08
2018-07-09,2018,International inbound,32036,2021-07-09
2018-07-11,2018,International inbound,30682,2021-07-11
2018-07-13,2018,International inbound,31901,2021-07-13
2018-07-15,2018,International inbound,37239,2021-07-15
2018-07-16,2018,International inbound,31900,2021-07-16
2018-07-18,2018,International inbound,31735,2021-07-18
2018-07-20,2018,International inbound,34238,2021-07-20
2018-07-22,2018,International inbound,39530,2021-07-22
2018-07-23,2018,International inbound,33234,2021-07-23
2018-07-25,2018,International inbound,33593,2021-07-25
2018-07-29,2018,International inbound,39265,2021-07-29
2018-07-30,2018,International inbound,34226,2021-07-30
2018-07-06,2018,International outbound,33727,2021-07-06
2018-07-08,2018,International outbound,35801,2021-07-08
2018-07-09,2018,International outbound,33733,2021-07-09
2018-07-13,2018,International outbound,34842,2021-07-13
2018-07-15,2018,International outbound,37178,2021-07-15
2018-07-16,2018,International outbound,36336,2021-07-16
2018-07-20,2018,International outbound,33996,2021-07-20
2018-07-04,2018,International outbound,29680,2021-07-04
2018-07-11,2018,International outbound,29976,2021-07-11
2018-07-18,2018,International outbound,33853,2021-07-18
2018-07-27,2018,International outbound,34027,2021-07-27
2018-07-27,2018,International inbound,34321,2021-07-27
2018-08-01,2018,International inbound,33539,2021-08-01
2018-08-15,2018,International outbound,31037,2021-08-15
2018-08-02,2018,International inbound,33051,2021-08-02
2018-08-02,2018,National,274867,2021-08-02
2018-08-18,2018,International inbound,29875,2021-08-18
2018-08-16,2018,International outbound,31926,2021-08-16
2018-08-02,2018,International outbound,32782,2021-08-02
2018-08-04,2018,International outbound,34155,2021-08-04
2018-08-08,2018,International inbound,29663,2021-08-08
2018-08-06,2018,International inbound,32102,2021-08-06
2018-08-20,2018,International outbound,34015,2021-08-20
2018-08-27,2018,International outbound,32764,2021-08-27
2018-08-03,2018,International inbound,31967,2021-08-03
2018-08-10,2018,International inbound,31307,2021-08-10
2018-08-17,2018,International inbound,28035,2021-08-17
2018-08-24,2018,International inbound,26839,2021-08-24
2018-09-01,2018,International inbound,31401,2021-09-01
2018-08-03,2018,International outbound,33964,2021-08-03
2018-08-10,2018,International outbound,33677,2021-08-10
2018-08-24,2018,International outbound,32687,2021-08-24
2018-09-01,2018,International outbound,36470,2021-09-01
2018-08-13,2018,International inbound,30178,2021-08-13
2018-08-20,2018,International inbound,28840,2021-08-20
2018-08-27,2018,International inbound,29360,2021-08-27
2018-08-06,2018,International outbound,33483,2021-08-06
2018-08-13,2018,International outbound,33943,2021-08-13
2018-08-25,2018,National,208984,2021-08-25
2018-08-19,2018,International inbound,33051,2021-08-19
2018-08-11,2018,International outbound,34777,2021-08-11
2018-08-18,2018,International outbound,32699,2021-08-18
2018-08-25,2018,International outbound,34429,2021-08-25
2018-08-04,2018,International inbound,34072,2021-08-04
2018-08-11,2018,International inbound,32294,2021-08-11
2018-08-25,2018,International inbound,28900,2021-08-25
2018-08-05,2018,International outbound,35436,2021-08-05
2018-08-08,2018,International outbound,30207,2021-08-08
2018-08-09,2018,International outbound,31432,2021-08-09
2018-08-12,2018,International outbound,35594,2021-08-12
2018-08-14,2018,International outbound,29526,2021-08-14
2018-08-19,2018,International outbound,35264,2021-08-19
2018-08-21,2018,International outbound,29275,2021-08-21
2018-08-22,2018,International outbound,30081,2021-08-22
2018-08-23,2018,International outbound,31313,2021-08-23
2018-08-28,2018,International outbound,29863,2021-08-28
2018-08-29,2018,International outbound,29297,2021-08-29
2018-08-30,2018,International outbound,32449,2021-08-30
2018-08-31,2018,International outbound,35253,2021-08-31
2018-08-05,2018,International inbound,37192,2021-08-05
2018-08-07,2018,International inbound,29623,2021-08-07
2018-08-09,2018,International inbound,30936,2021-08-09
2018-08-14,2018,International inbound,28515,2021-08-14
2018-08-15,2018,International inbound,28352,2021-08-15
2018-08-16,2018,International inbound,27770,2021-08-16
2018-08-21,2018,International inbound,25027,2021-08-21
2018-08-22,2018,International inbound,25060,2021-08-22
2018-08-23,2018,International inbound,24903,2021-08-23
2018-08-28,2018,International inbound,26079,2021-08-28
2018-08-29,2018,International inbound,25570,2021-08-29
2018-08-30,2018,International inbound,26327,2021-08-30
2018-08-31,2018,International inbound,26340,2021-08-31
2018-08-21,2018,National,249991,2021-08-21
2018-08-22,2018,National,246598,2021-08-22
2018-08-23,2018,National,260218,2021-08-23
2018-08-24,2018,National,280757,2021-08-24
2018-08-27,2018,National,277204,2021-08-27
2018-08-28,2018,National,234558,2021-08-28
2018-08-29,2018,National,232773,2021-08-29
2018-08-30,2018,National,251856,2021-08-30
2018-08-31,2018,National,275831,2021-08-31
2018-08-03,2018,National,287040,2021-08-03
2018-08-04,2018,National,225456,2021-08-04
2018-08-05,2018,National,246064,2021-08-05
2018-08-06,2018,National,283860,2021-08-06
2018-08-08,2018,National,247250,2021-08-08
2018-08-10,2018,National,289602,2021-08-10
2018-08-11,2018,National,219776,2021-08-11
2018-08-12,2018,National,231627,2021-08-12
2018-08-13,2018,National,286375,2021-08-13
2018-08-14,2018,National,249452,2021-08-14
2018-08-15,2018,National,249749,2021-08-15
2018-08-16,2018,National,270859,2021-08-16
2018-08-17,2018,National,291870,2021-08-17
2018-08-18,2018,National,215725,2021-08-18
2018-08-19,2018,National,244079,2021-08-19
2018-08-20,2018,National,288322,2021-08-20
2018-08-26,2018,National,233154,2021-08-26
2018-08-07,2018,National,247236,2021-08-07
